Input-file,Intracranial-volume,3rd-ventricle(14),4th-ventricle(15),brainstem(16),extracerebral_CSF(24),WMH(77),optic-chiasm(85),left-white-matter(2),left-cortex(3),left-lateral-ventricle(4),left-cerebellum-white-matter(7),left-cerebellum-cortex(8),left-thalamus(10),left-caudate(11),left-putamen(12),left-pallidum(13),left-hippocampus(17),left-amygdala(18),left-accumbens(26),left-ventral-DC(28),right-white-matter(41),right-cortex(42),right-lateral-ventricle(43),right-cerebellum-white-matter(46),right-cerebellum-cortex(47),right-thalamus(49),right-caudate(50),right-putamen(51),right-pallidum(52),right-hippocampus(53),right-amygdala(54),right-accumbens(58),right-ventral-DC(60)
/mnt/cat/jdeseo/SOOP/Data/T1_segmentations/sub-1721_T1w_seg.nii.gz,1513982.6,1075.2751,2672.7668,18818.096,393539.22,1089.447,2.7983336,200475.11,226445.88,31009.422,16776.145,52467.242,6044.9976,3543.1099,4961.2026,794.72,3501.415,1667.4257,559.6712,3397.554,202495.31,228683.0,20171.887,16229.609,52066.285,6217.8374,3608.675,4900.2617,1252.469,3966.3357,1660.8276,479.76337,3408.828
/mnt/cat/jdeseo/SOOP/Data/T1_segmentations/sub-188_T1w_seg.nii.gz,1455565.2,964.5121,1888.523,17594.248,338038.34,3806.108,4.707971,214270.4,234223.94,10422.06,13909.584,42702.457,5803.124,3948.3125,4399.8564,990.13544,4074.0315,1580.0504,575.26465,3618.711,223205.06,237765.84,9742.76,14507.655,40880.023,5981.062,4001.3147,4991.3853,1346.7817,4146.1055,1764.5436,586.8767,3831.4854
/mnt/cat/jdeseo/SOOP/Data/T1_segmentations/sub-1723_T1w_seg.nii.gz,1268290.0,865.27057,2371.0312,15067.374,313852.84,1731.3351,3.2746673,169557.33,204141.73,16975.303,11609.351,43193.664,6010.011,3710.0247,4696.3413,1227.7137,4026.9058,1560.8032,552.3437,3332.647,168650.75,204812.53,12100.945,11638.949,41518.15,6061.3433,3831.355,4340.0273,1167.126,4093.9966,1647.8707,478.15836,3463.41
/mnt/cat/jdeseo/SOOP/Data/T1_segmentations/sub-649_T1w_seg.nii.gz,1348615.5,420.7882,1256.8069,17733.832,246923.61,695.342,4.384148,223282.16,229225.6,5453.41,13140.121,43070.4,7078.789,3787.56,4517.421,1279.2175,4076.7258,1637.3853,592.48315,3740.2825,223609.17,230429.58,4658.4995,12655.057,42895.15,7015.883,3840.481,4323.0063,1237.9888,3892.6677,1692.2528,601.15045,3848.2175
/mnt/cat/jdeseo/SOOP/Data/T1_segmentations/sub-593_T1w_seg.nii.gz,1270527.0,2129.5447,2461.8374,18013.87,373790.3,15424.439,47.336235,156937.3,174528.17,25058.043,13597.962,42732.316,4874.971,2843.4436,3571.02,1074.4685,2801.2078,1321.9573,416.09976,3249.2993,153838.53,172979.7,22406.318,13585.803,42336.883,4929.578,2736.8984,3852.863,1141.8184,3021.8564,1286.774,368.4866,3167.8127
/mnt/cat/jdeseo/SOOP/Data/T1_segmentations/sub-492_T1w_seg.nii.gz,1483639.6,1347.2043,2189.7996,19104.668,347627.47,1649.5435,1.983832,217005.56,234524.06,7852.948,14867.181,50223.023,6274.1714,3860.92,5450.2725,1613.6304,4878.831,1809.8925,601.9276,3944.2236,219864.61,235812.4,8535.993,14873.04,50493.04,6438.233,3750.0842,5861.554,1608.4144,4998.0693,2016.2083,560.3077,4000.3198
/mnt/cat/jdeseo/SOOP/Data/T1_segmentations/sub-1027_T1w_seg.nii.gz,1288284.8,1915.0809,2985.2454,15517.646,306972.72,37738.766,6.0161667,166482.75,191733.52,27232.336,12906.754,40202.336,3737.3682,2788.7031,2812.152,495.2831,3322.073,1576.9829,263.63507,2905.5679,179155.81,196305.94,19967.514,12071.984,37338.91,5439.5913,3357.793,4122.618,1059.76,3348.1362,1196.6875,323.32153,3001.7705
/mnt/cat/jdeseo/SOOP/Data/T1_segmentations/sub-1266_T1w_seg.nii.gz,1396314.2,1222.5327,1641.284,19921.857,249058.44,2330.227,4.997021,199614.81,230248.66,19532.531,13622.437,64336.18,7592.5483,4439.8193,5210.6074,1531.2021,3475.9678,1538.256,528.3321,4266.235,201480.66,235046.84,20413.441,12919.616,68447.93,7609.5596,4461.129,5198.8667,1457.7058,3029.9622,1545.2017,479.06827,4107.3174
/mnt/cat/jdeseo/SOOP/Data/T1_segmentations/sub-1249_T1w_seg.nii.gz,1356760.6,2538.0303,2228.5327,20372.08,311193.12,7719.1763,4.1322317,185147.25,204288.56,32102.205,13235.365,45718.242,5804.674,3866.0964,4633.6323,1365.8196,3191.3364,1215.2673,471.3124,3400.8145,190348.02,205896.4,23729.008,14298.221,47571.18,6014.663,4559.789,5632.02,1464.4088,3374.5227,1445.8226,508.8954,3422.023
/mnt/cat/jdeseo/SOOP/Data/T1_segmentations/sub-1329_T1w_seg.nii.gz,1209453.2,863.8061,1855.854,15616.783,304183.5,8910.76,6.2333236,168550.98,187050.03,15908.486,10884.662,37566.676,5102.6353
